promoId,model,pn,productCodeType,saleMode,netPrice,couponCode,status,errors,warnings,sourceFile,sourceSheet,sourceRow
RET-19 -27-R30-STUDENT,Galaxy A57 5G,,STANDARD_SM,STUDENT,15479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,30
RET-19 -27-R31-SF_PLUS,Galaxy A57 5G,,STANDARD_SM,SF_PLUS,16999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,31
RET-19 -27-R31-STUDENT,Galaxy A57 5G,,STANDARD_SM,STUDENT,14449.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,31
RET-19 -27-R32-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,18999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,32
RET-19 -27-R32-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,18479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,32
RET-19 -27-R33-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,15999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,33
RET-19 -27-R33-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,15479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,33
RET-19 -27-R34-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,14999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,34
RET-19 -27-R34-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,14449.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,34
RET-19 -27-R35-SF_PLUS,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,13999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,35
RET-19 -27-R35-STUDENT,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STUDENT,13439.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,35
RET-19 -27-R36-SF_PLUS,"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,9999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,36
RET-19 -27-R37-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,8999.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,37
RET-19 -27-R37-STUDENT,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STUDENT,9539.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,37
RET-19 -27-R37-FLASHSALE,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STANDARD_PAYMENT,8999.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,37
RET-19 -27-R38-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,7499.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,38
RET-19 -27-R39-SF_PLUS,"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,6999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,39
RET-19 -27-R40-STUDENT,"Galaxy A07 5G
(SF+ campaign)",,STANDARD_SM,STUDENT,6299.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,40
RET-19 -27-R41-STANDARD_PAYMENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,6499.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,41
RET-19 -27-R41-STUDENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",,STANDARD_SM,STUDENT,6299.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,41
RET-19 -27-R42-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,4999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,42
RET-19 -27-R43-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,4299.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,43
RET-19 -27-R44-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,3799.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,44
RET- 17-18-R4-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,61900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R4-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,56900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R4-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,58900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R5-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,49900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,44900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-STUDENT,Galaxy S26 Ultra,,STANDARD_SM,STUDENT,46665.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,46900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R6-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,41900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,39900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-STUDENT,Galaxy S26 Ultra,,STANDARD_SM,STUDENT,39865.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,39900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R7-SF_PLUS,Galaxy S26+,,STANDARD_SM,SF_PLUS,36900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,7
RET- 17-18-R8-SF_PLUS,Galaxy S26+,,STANDARD_SM,SF_PLUS,30900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,8
RET- 17-18-R9-SF_PLUS,Galaxy S26,,STANDARD_SM,SF_PLUS,29900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,9
RET- 17-18-R10-SF_PLUS,Galaxy S26,,STANDARD_SM,SF_PLUS,27900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,10
RET- 17-18-R11-SF_PLUS,Galaxy S25 Ultra,,PASS_F,SF_PLUS,30900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,11
RET- 17-18-R12-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,SF_PLUS,23900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,12
RET- 17-18-R12-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,STUDENT,22865.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,12
RET- 17-18-R13-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,SF_PLUS,19900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,13
RET- 17-18-R13-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,STUDENT,19465.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,13
RET- 17-18-R14-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,20900.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,14
RET- 17-18-R15-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,17900.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,15
RET- 17-18-R16-TRADEUP,Galaxy Z Fold8 Ultra,,STANDARD_SM,TRADE_UP,86900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,16
RET- 17-18-R17-TRADEUP,Galaxy Z Fold8 Ultra,,STANDARD_SM,TRADE_UP,72900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,17
RET- 17-18-R18-TRADEUP,Galaxy Z Fold8 Ultra,,STANDARD_SM,TRADE_UP,64900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,18
RET- 17-18-R19-TRADEUP,Galaxy Z Fold8,,STANDARD_SM,TRADE_UP,78900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,19
RET- 17-18-R20-TRADEUP,Galaxy Z Fold8,,STANDARD_SM,TRADE_UP,64900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,20
RET- 17-18-R21-TRADEUP,Galaxy Z Fold8,,STANDARD_SM,TRADE_UP,56900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,21
RET- 17-18-R22-TRADEUP,Galaxy Z Flip8,,STANDARD_SM,TRADE_UP,45900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,22
RET- 17-18-R23-TRADEUP,Galaxy Z Flip8,,STANDARD_SM,TRADE_UP,37900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,23
RET- 17-18-R24-SF_PLUS,Galaxy Z Fold 7,,STANDARD_SM,SF_PLUS,69900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,24
RET- 17-18-R25-SF_PLUS,Galaxy Z Fold 7,,STANDARD_SM,SF_PLUS,57900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,25
RET- 17-18-R26-SF_PLUS,Galaxy Z Fold 7,,STANDARD_SM,SF_PLUS,49900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,26
RET- 17-18-R27-SF_PLUS,Galaxy Z Flip7,,STANDARD_SM,SF_PLUS,37900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,27
RET- 17-18-R28-SF_PLUS,Galaxy Z Flip7,,STANDARD_SM,SF_PLUS,29900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,28
RET- 17-18-R29-SF_PLUS,Galaxy A57 5G,,STANDARD_SM,SF_PLUS,20999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,29
RET- 17-18-R29-STUDENT,Galaxy A57 5G,,STANDARD_SM,STUDENT,18479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,29
RET- 17-18-R30-SF_PLUS,Galaxy A57 5G,,STANDARD_SM,SF_PLUS,17999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,30
RET- 17-18-R30-STUDENT,Galaxy A57 5G,,STANDARD_SM,STUDENT,15479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,30
RET- 17-18-R31-SF_PLUS,Galaxy A57 5G,,STANDARD_SM,SF_PLUS,16999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,31
RET- 17-18-R31-STUDENT,Galaxy A57 5G,,STANDARD_SM,STUDENT,14449.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,31
RET- 17-18-R32-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,18999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,32
RET- 17-18-R32-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,18479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,32
RET- 17-18-R33-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,15999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,33
RET- 17-18-R33-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,15479.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,33
RET- 17-18-R34-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STANDARD_PAYMENT,14999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,34
RET- 17-18-R34-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",,STANDARD_SM,STUDENT,14449.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,34
RET- 17-18-R35-SF_PLUS,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,13999.0,,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,35
RET- 17-18-R35-STUDENT,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STUDENT,13439.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,35
RET- 17-18-R36-SF_PLUS,"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,9999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,36
RET- 17-18-R37-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,9999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R37-STUDENT,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STUDENT,9539.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R37-FLASHSALE,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,STANDARD_PAYMENT,8999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R38-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,7499.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,38
RET- 17-18-R39-SF_PLUS,"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,6999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,39
RET- 17-18-R40-STUDENT,"Galaxy A07 5G
(SF+ campaign)",,STANDARD_SM,STUDENT,6299.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,40
RET- 17-18-R41-STANDARD_PAYMENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,6499.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,41
RET- 17-18-R41-STUDENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",,STANDARD_SM,STUDENT,6299.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,41
RET- 17-18-R42-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,4999.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,42
RET- 17-18-R43-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,4299.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,43
RET- 17-18-R44-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",,STANDARD_SM,SF_PLUS,3799.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,44
RET- 14 Au-R4-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,61900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R4-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,56900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R4-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,58900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R5-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,49900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,44900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-STUDENT,Galaxy S26 Ultra,,STANDARD_SM,STUDENT,46665.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,46900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R6-SF_PLUS,Galaxy S26 Ultra,,STANDARD_SM,SF_PLUS,41900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-TRADEUP,Galaxy S26 Ultra,,STANDARD_SM,TRADE_UP,39900.0,01,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-STUDENT,Galaxy S26 Ultra,,STANDARD_SM,STUDENT,39865.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-FLASHSALE,Galaxy S26 Ultra,,STANDARD_SM,STANDARD_PAYMENT,39900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R7-SF_PLUS,Galaxy S26+,,STANDARD_SM,SF_PLUS,36900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,7
RET- 14 Au-R8-SF_PLUS,Galaxy S26+,,STANDARD_SM,SF_PLUS,30900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,8
RET- 14 Au-R9-SF_PLUS,Galaxy S26,,STANDARD_SM,SF_PLUS,29900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,9
RET- 14 Au-R10-SF_PLUS,Galaxy S26,,STANDARD_SM,SF_PLUS,27900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,10
RET- 14 Au-R11-SF_PLUS,Galaxy S25 Ultra,,PASS_F,SF_PLUS,30900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,11
RET- 14 Au-R12-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,SF_PLUS,23900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,12
RET- 14 Au-R12-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,STUDENT,22865.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,12
RET- 14 Au-R13-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,SF_PLUS,19900.0,01,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,13
RET- 14 Au-R13-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",,STANDARD_SM,STUDENT,19465.0,Studentcrd,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,13
RET- 14 Au-R14-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,20900.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,14
RET- 14 Au-R15-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",,STANDARD_SM,STANDARD_PAYMENT,17900.0,02,PASSED_VALIDATION,,,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,15
RET- 14 Au-R16-TRADEUP,Galaxy Z Fold8 Ultra,,STANDARD_SM,TRADE_UP,86900.0,,PASSED_WITH_WARNING,,TRADE_UP_CODE_UNVERIFIED: ,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,16
